pmid,title_e,journal,abstract,topic
34525782,[Cutaneous manifestations in patients with COVID-19 with significant attention to urticaria].,Rev Alerg Mex,"OBJECTIVES: To describe the most frequent dermatological conditions observed in COVID-19 patients and to determine whether their presence could be used to establish an early diagnosis or to predict the progression of the infection. METHODS: There was a review in PubMed/MEDLINE and EMBASE of all the articles that had been published between January 1st and November 1st, 2020, with the search terms focused on ""SARS-CoV-2"", ""COVID-19"" and ""Skin diseases"". RESULTS: Eighty three studies met the inclusion criteria. Skin lesions have been reported in 0.2 % of the patients. The most frequently reported dermatoses were: maculopapular/ morbilliform rashes, urticaria and angioedema, chilblain-like acral pattern, and vesicular lesions. Among researchers, there are differences of opinion about a possible diagnostic or prognostic value of the skin diseases that are associated to the infection. CONCLUSIONS: It is advisable to consider the diagnosis of SARS-CoV-2 infection in patients who call the doctor for skin lesions, urticaria, or angioedema, with or without other symptoms of the infection, especially if there is a previous history of recent exposure to other infected subjects.",rash
34523885,Kawasaki Disease and Multisystem Inflammatory Syndrome in Children: An Overview and Comparison.,Am Fam Physician,"Kawasaki disease (KD) and multisystem inflammatory syndrome in children (MIS-C) are inflammatory conditions that present diagnostic and therapeutic challenges to the physician. Although many of their features overlap, they are two distinct conditions. KD is a febrile illness most commonly affecting children younger than five years. It manifests with prolonged fever and at least four of the following features: bilateral bulbar conjunctivitis, mucositis, diffuse maculopapular rash, extremity changes, and cervical lymphadenopathy of 1.5 cm or more in diameter. Patients with MIS-C may have many of the same manifestations but tend to have higher rates of gastrointestinal and neurocognitive symptoms and signs of shock on presentation. Both conditions are associated with cardiac sequelae, including coronary artery aneurysms, although children with MIS-C are at high risk of developing ventricular dysfunction and depressed cardiac output. Lymphocytopenia, thrombocytopenia, elevated troponin, and elevated B-type natriuretic peptide are key laboratory findings of MIS-C that can help distinguish it from KD. The use of intravenous immune globulin is well established in KD and also appears to have a role in the treatment of MIS-C. Aspirin has been used in KD for an anti-inflammatory effect, and low-dose aspirin is recommended for MIS-C to reduce the risk of thrombosis. In addition to supportive care, patients with MIS-C may benefit from immunomodulatory medications, although data on this topic are evolving.",rash
34523756,Urticarial vasculitis: A potential signpost for multisystem inflammatory syndrome in children.,J Cutan Pathol,"Multisystem inflammatory syndrome in children (MIS-C) is a rare and serious complication of Sars-Cov-2 infection. Dermatologic manifestations are present in the majority of patients. Skin lesions found in children with MIS-C are classified into four categories: morbilliform, reticulated, scarlatiniform, and urticarial lesions. Clinicopathologic characterization within these categories is limited. Thus, we present a clear example of an urticarial lesion in the context of MIS-C with well-documented clinicopathologic phenomena. A previously healthy 16-year-old female presented with 3 weeks of an itchy, burning rash initially presenting on her right forearm (and lasting greater than 24 hours without migration) before spreading diffusely. She also reported fever, cough, myalgias, nausea, and vomiting of 4 weeks' duration. Physical examination revealed an edematous, maculopapular, nonblanching, erythematous rash covering the patient's upper extremities, abdomen, back, anterior thighs, and face. The patient tested positive for COVID-19. A low-grade leukocytoclastic vasculitis was noted along with intraluminal fibrin and rare microthrombi in vessels of the mid to deep dermis. The patient was diagnosed with MIS-C and urticarial vasculitis. She was treated with steroids and naproxen for subsequent MIS-C flares. Dapsone treatment was started for the urticarial vasculitis.",rash
34518812,A Rare Case of Henoch-Schonlein Purpura Following a COVID-19 Vaccine-Case Report.,SN Compr Clin Med,"In the COVID-19 pandemic era, anti-SARS-CoV-2 vaccination is considered to be the most efficient way to overtake the COVID-19 scourge. Like all medicines, vaccines are not devoid of risks and can in rare cases cause some various side effects. The objective of this case report is to highlight this unusual presentation of Henoch-Schonlein purpura following an anti-COVID-19 vaccination in a 62-year-old adult. The 62-year-old patient admitted to the emergency room for a petechial purpuric rash, sloping, occurring within hours, involving both legs and ascending. The clinical signs also included polyarthralgia and hematuria. Reported in the history the notion of an anti-COVID-19 vaccination 8 days prior to the onset of symptomatology. In the case of our patient, we retain the diagnosis of rheumatoid purpura based on the EULAR/PRINTO/PReS diagnostic criteria. Corticosteroid therapy (prednisone) was started, resulting to a rapid regression of clinical and laboratory symptoms, few days after the treatment. Patient was asymptomatic on subsequent visits. The low number of published cases of post-vaccine vasculitis does not question the safety of vaccines, but knowledge of such complications deserves to be known in order to avoid new immunizations that could have more serious consequences, and to avoid aggravating or reactivating a pre-existing vasculitis.",rash
34518788,A case of availability bias for COVID-19 causing scrub typhus diagnostic errors.,J Gen Fam Med,"Although patients with scrub typhus develop a maculopapular rash all over the body, patients with COVID-19 may also show a similar rash. At the first visit, we did not fully inspect his trunk and extremities under his clothes. Although scrub typhus and COVID-19 have some similar symptoms, an eschar is a characteristic symptom of the former, and careful inspection is important to distinguish between the diseases.",rash
34515364,Recurrent reactive infectious mucocutaneous eruption (RIME) in two adolescents triggered by several distinct pathogens including SARS-CoV-2 and influenza A.,Pediatr Dermatol,"Reactive infectious mucocutaneous eruption (RIME) was proposed as new terminology to encompass postinfectious mucocutaneous eruptions. The term includes all postinfectious mucocutaneous eruptions such as the widely reported Mycoplasma pneumoniae-induced rash and mucositis (MIRM). Very few reports in the literature regarding recurrent RIME are found. We present two adolescent cases of recurrent RIME that involve SARS-CoV-2 and influenza A where the latter is a newly reported infectious trigger; in both patients, the initial episode was likely triggered by Mycoplasma pneumoniae (MP) infection.",rash
34513435,Petechiae and Desquamation of Fingers Following Immunization With BTN162b2 Messenger RNA (mRNA) COVID-19 Vaccine.,Cureus,"Since late 2019, the coronavirus disease 2019 (COVID-19) pandemic, caused by severe acute respiratory syndrome coronavirus2 (SARS-CoV-2), has killed over three million people. More than 600,000 of these deaths have occurred in the United States alone. While advances in the treatment of COVID-19 have been made, the advent of highly effective vaccines against this coronavirus variant has given hope that the end of the pandemic may be near. Unfortunately, resistance towards vaccination remains a barrier to virus eradication both in the United States and globally. The driving factor for much of this opposition is the concern over potential adverse reactions from the vaccines against SARS-CoV-2. In order to combat this, it is imperative that vaccine side effects and their corresponding clinical course are clearly described. This report details the case of a female patient who developed acral petechiae, desquamation of the fingers, and a facial rash that occurred shortly after receiving the second dose of the Pfizer-BioNTech COVID-19 vaccine.",rash
34513344,Cutaneous Manifestations of COVID-19: An Experience From Oman.,Cureus,"OBJECTIVES: To identify the cutaneous manifestations in COVID-19 disease in Oman. METHODS: The study was conducted in two phases with initial cross-sectional data collection with subsequent telemedical investigations of late skin manifestations including confirmed COVID-19 patients evaluated at Al-Nahdha Hospital and local health centers in Muscat from March 22 to June 2, 2020. RESULTS: The total number of patients included in the study was 374. Cutaneous manifestations were observed in 1.87% (n=7) of patients at presentation with an additional 1.6% (n=5) on follow-up. The types of skin reactions included maculopapular rash (n=6), urticaria (n=2), transient pruritic erythema (n=1), pruritic palmoplantar erythema (n=1), pustular eruption (n=1) and flare-up of atopic dermatitis (n=1). CONCLUSIONS: The low percentage of skin lesions is not contradicting previous data and it might just reflect under-reporting of skin rash in the context of the presence of more severe symptoms in our sample population. Skin lesions can still be utilized to treat patients as suspected cases until proven otherwise as it can be a silent clue in asymptomatic patients.",rash
34998242,Lack of evidence of significant homology of SARS-CoV-2 spike sequences to myocarditis-associated antigens.,EBioMedicine,"BACKGROUND: COVID-19 mRNA vaccines have proven to be highly safe and effective. Myocarditis is an adverse event associated with mRNA vaccination, especially in young male subjects. These events are rare and, in the majority of cases, resolve quickly. As myocarditis can be driven by autoimmune responses, we wanted to determine if the SARS-CoV-2 spike protein antigen encoded in the mRNA COVID vaccines had potential cross-reactivity with auto-antigens previously associated with myocarditis. METHODS: We performed a sequence identity comparison between SARS-CoV-2 spike protein-derived peptides and myocarditis-associated antigens. We also performed a structural analysis of these antigens and the SARS-CoV-2 spike protein to identify potential discontinuous 3-D epitope similarities. FINDINGS: We found no significant enrichment in the frequency of spike-derived peptides similar to myocarditis-associated antigens as compared to several controls. INTERPRETATION: Our results do not support the notion that increased occurrence of myocarditis after SARS-CoV-2-spike vaccination is mediated by a cross-reactive adaptive immune response.",vaccine
34997810,"Global sharing of COVID-19 vaccines: A duty of justice, not charity.",Dev World Bioeth,"Global scarcity of COVID-19 vaccines raises ethical questions about their fair allocation between nations. Section I introduces the question and proposes that wealthy nations have a duty of justice to share globally scarce COVID-19 vaccines. Section II distinguishes justice from charity and argues that beneficiaries of unjust structures incur duties of justice when they are systematically advantaged at others expense. Section III gives a case-based argument describing three upstream structural injustices that systematically advantaged wealthy countries and disadvantaged poorer countries, contributing to global disparities of COVID-19 vaccines. Section IV examines more closely the duties of justice owed, including a duty to relinquish holdings, restitute victims, and restore relationships. Section V concludes that wealthy nations have a duty of justice to share COVID-19 vaccines with poor nations and to restore relationships damaged by injustice. All nations should take steps to transform unjust structures.",vaccine
34997606,Iron dysregulation in COVID-19 and reciprocal evolution of SARS-CoV-2: Natura nihil frustra facit.,J Cell Biochem,"After more than a year of the COVID-19 pandemic, SARS-CoV-2 infection rates with newer variants continue to devastate much of the world. Global healthcare systems are overwhelmed with high positive patient numbers. Silent hypoxia accompanied by rapid deterioration and some cases with septic shock is responsible for COVID-19 mortality in many hospitalized patients. There is an urgent need to further understand the relationships and interplay with human host components during pathogenesis and immune evasion strategies. Currently, acquired immunity through vaccination or prior infection usually provides sufficient protection against the emerging variants of SARS-CoV-2 except Omicron variant requiring recent booster. New strains have shown higher viral loads and greater transmissibility with more severe disease presentations. Notably, COVID-19 has a peculiar prognosis in severe patients with iron dysregulation and hypoxia which is still poorly understood. Studies have shown abnormally low serum iron levels in severe infection but a high iron overload in lung fibrotic tissue. Data from our in-silico structural analysis of the spike protein sequence along with host proteolysis processing suggests that the viral spike protein fragment mimics Hepcidin and is resistant to the major human proteases. This functional spike-derived peptide dubbed ""Covidin"" thus may be intricately involved with host ferroportin binding and internalization leading to dysregulated host iron metabolism. Here, we propose the possible role of this potentially allogenic mimetic hormone corresponding to severe COVID-19 immunopathology and illustrate that this molecular mimicry is responsible for a major pathway associated with severe disease status. Furthermore, through 3D molecular modeling and docking followed by MD simulation validation, we have unraveled the likely role of Covidin in iron dysregulation in COVID-19 patients. Our meta-analysis suggests the Hepcidin mimetic mechanism is highly conserved among its host range as well as among all new variants to date including Omicron. Extensive analysis of current mutations revealed that new variants are becoming alarmingly more resistant to selective human proteases associated with host defense.",vaccine
34997275,Integration of innovative educational technologies in anatomy teaching: new normal in anatomy education.,Surg Radiol Anat,"COVID-19 pandemic has created a lot of turmoil in medical teaching, the magnitude of impact is many folds in the subject of anatomy, as it is practical based. A major challenge for anatomy teachers is to replicate the experience of practical exposures. These exposures range from cadaveric dissection to demonstration of bones, museum specimens, and histology slides, where they will have interactive communication with students, and thus help in the enhancement of communication and clinical skills among them. In recent days, anatomy teachers throughout the globe started using various advanced technology to make the teaching-learning session more interesting. In pre-pandemic era, usage of such advancements in information and communication technology was a 'choice'. But pandemic has changed the situation drastically, what was a 'choice' earlier is now an 'obligation.' Presently although infection rate is low, vaccination rate is high, most of the medical schools re-opened for usual offline teaching, still body donation is all time low making the situation 'back to square one'. Keeping such unprecedented situations in mind, we need to incorporate various innovative educational technologies in day-to-day teaching-learning methodologies.",vaccine
34995958,"Mitigating Covid-19 in the face of emerging virus variants, breakthrough infections and vaccine hesitancy.",J Autoimmun,"The emergence and rapid global spread of the new Delta and, more recently, Omicron variants of SARS-CoV-2 pose a daunting public health emergency. Being an RNA virus, the Covid-19 virus is continuing to mutate, resulting in the emergence of new variants with high transmissibility, such as the recently discovered Omicron variant. In this paper, we consider the conditions that may facilitate viral mutations and the emergence of variants with the ability to evade immunity. Here, we have discussed the importance of vaccination with the currently available vaccines. These vaccines are highly effective at preventing serious disease, hospitalization, and death from Covid-19. However, the antibody response induced by these vaccines is short-lasting and there are reports of breakthrough infections. A stable and persistent interaction between T follicular helper cells and germinal center B cells is needed for robust B cell memory response. We discussed the potential reasons behind the breakthrough infections and underscored the importance of developing better second-generation vaccines that may not necessitate frequent booster immunizations and are preventive in nature. This may involve the development of multivalent vaccines and creating vaccines against other viral proteins including conserved proteins. Vaccine hesitancy remains a notable hurdle for implementing vaccination. Furthermore, we recommend different approaches to increase vaccine acceptance, which is a critical translational component of a successful vaccine strategy. These perspectives on overcoming the pandemic's current challenges provide strategies to contain SARS-CoV-2 globally.",vaccine
34995838,Paper-based immunoassay based on 96-well wax-printed paper plate combined with magnetic beads and colorimetric smartphone-assisted measure for reliable detection of SARS-CoV-2 in saliva.,Biosens Bioelectron,"Coronavirus disease 2019 (COVID-19) has been recognized as a global pandemic outbreak, opening the most severe socio-economic crisis since World War II. Different scientific activities have been emerged in this global scenario, including the development of innovative analytical tools to measure nucleic acid, antibodies, and antigens in the nasopharyngeal swab, serum, and saliva for prompt identification of COVID-19 patients and to evaluate the immune response to the vaccine. The detection of SARS-CoV-2 in saliva remains a challenge for the lack of sufficient sensitivity. To address this issue, we developed a novel paper-based immunoassay using magnetic beads to support the immunological chain and 96-well wax-printed paper plate as a platform for color visualization by using a smartphone combined with Spotxel free-charge app. To assess the reliability of the measurement of SARS-CoV-2 in saliva, untreated saliva was used as a specimen and the calibration curve demonstrated a dynamic range up to 10 mug/mL, with a detection limit equal to 0.1 mug/mL. The effectiveness of this sustainable analytical tool in saliva was evaluated by comparing the data with the nasopharyngeal swab specimens sampled by the same patients and tested with Real-Time PCR reference method, founding 100% of agreement, even in the case of high Cycle Threshold (CT) numbers (low viral load). Furthermore, the positive saliva samples were characterized by the next-generation sequencing method, demonstrating the capability to detect the Delta variant, which is actually (July 2021) the most relevant variant of concern.",vaccine
34995482,mRNA-based COVID-19 vaccine boosters induce neutralizing immunity against SARS-CoV-2 Omicron variant.,Cell,"Recent surveillance has revealed the emergence of the SARS-CoV-2 Omicron variant (BA.1/B.1.1.529) harboring up to 36 mutations in spike protein, the target of neutralizing antibodies. Given its potential to escape vaccine-induced humoral immunity, we measured the neutralization potency of sera from 88 mRNA-1273, 111 BNT162b, and 40 Ad26.COV2.S vaccine recipients against wild-type, Delta, and Omicron SARS-CoV-2 pseudoviruses. We included individuals that received their primary series recently (<3 months), distantly (6-12 months), or an additional ""booster"" dose, while accounting for prior SARS-CoV-2 infection. Remarkably, neutralization of Omicron was undetectable in most vaccinees. However, individuals boosted with mRNA vaccines exhibited potent neutralization of Omicron, only 4-6-fold lower than wild type, suggesting enhanced cross-reactivity of neutralizing antibody responses. In addition, we find that Omicron pseudovirus infects more efficiently than other variants tested. Overall, this study highlights the importance of additional mRNA doses to broaden neutralizing antibody responses against highly divergent SARS-CoV-2 variants.",vaccine
34995021,Antibody-dependent enhancement of virus infection and disease: implications in COVID-19.,J Basic Clin Physiol Pharmacol,"Antibody-dependent enhancement (ADE) can be seen in a variety of viruses. It has a deleterious impact on antibody treatment of viral infection. This effect was first discovered in the dengue virus, and it has since been discovered in the coronavirus. Over 213 million people have been affected by the rapid spread of the newly emerging coronavirus, severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), which causes coronavirus disease 2019 (COVID-19). The new coronavirus offers a significant threat and has sparked widespread concern. ADE in dengue virus and other viruses are discussed with possible effect on COVID-19 treatment and vaccine development will need to consider this phenomenon to ensure it is mitigated and avoided altogether. In these case scenarios, the role of ADE and its clinical consequences remains to be explored for this newly detected virus.",vaccine
34994913,COVID-19 Vaccine Uptake Among People Living with HIV.,AIDS Behav,"People living with HIV (PLWH) are at greater risk for severe COVID-19 and are a priority population for COVID-19 vaccination. As of June 15, 2021, 61.6% of PLWH in Oregon received >/= 1 COVID-19 vaccine dose. Younger PLWH, Hispanic/Latinx PLWH and PLWH who inject drugs or reside in rural and frontier areas had low vaccine uptake while PLWH who were engaged in care, enrolled in the AIDS Drug Assistance Program, and vaccinated against influenza had high vaccine uptake. Greater advocacy, education, and care navigation are required to increase COVID-19 vaccine access and uptake among PLWH.",vaccine
34994801,COVID-19 vaccination uptake amongst ethnic minority communities in England: a linked study exploring the drivers of differential vaccination rates.,J Public Health (Oxf),"BACKGROUND: Despite generally high coronavirus disease 2019 (COVID-19) vaccination rates in the UK, vaccination hesitancy and lower take-up rates have been reported in certain ethnic minority communities. METHODS: We used vaccination data from the National Immunisation Management System (NIMS) linked to the 2011 Census and individual health records for subjects aged >/=40 years (n = 24 094 186). We estimated age-standardized vaccination rates, stratified by ethnic group and key sociodemographic characteristics, such as religious affiliation, deprivation, educational attainment, geography, living conditions, country of birth, language skills and health status. To understand the association of ethnicity with lower vaccination rates, we conducted a logistic regression model adjusting for differences in geographic, sociodemographic and health characteristics. ResultsAll ethnic groups had lower age-standardized rates of vaccination compared with the white British population, whose vaccination rate of at least one dose was 94% (95% CI: 94%-94%). Black communities had the lowest rates, with 75% (74-75%) of black African and 66% (66-67%) of black Caribbean individuals having received at least one dose. The drivers of these lower rates were partly explained by accounting for sociodemographic differences. However, modelled estimates showed significant differences remained for all minority ethnic groups, compared with white British individuals. CONCLUSIONS: Lower COVID-19 vaccination rates are consistently observed amongst all ethnic minorities.",vaccine
34994793,"SARS-CoV-2 Reinfection Rate and Estimated Effectiveness of the Inactivated Whole Virion Vaccine BBV152 Against Reinfection Among Health Care Workers in New Delhi, India.",JAMA Netw Open,"Importance: A surge of COVID-19 occurred from March to June 2021, in New Delhi, India, linked to the B.1.617.2 (Delta) variant of SARS-CoV-2. COVID-19 vaccines were rolled out for health care workers (HCWs) starting in January 2021. Objective: To assess the incidence density of reinfection among a cohort of HCWs and estimate the effectiveness of the inactivated whole virion vaccine BBV152 against reinfection. Design, Setting, and Participants: This was a retrospective cohort study among HCWs working at a tertiary care center in New Delhi, India. Exposures: Vaccination with 0, 1, or 2 doses of BBV152. Main Outcomes and Measures: The HCWs were categorized as fully vaccinated (with 2 doses and >/=15 days after the second dose), partially vaccinated (with 1 dose or 2 doses with <15 days after the second dose), or unvaccinated. The incidence density of COVID-19 reinfection per 100 person-years was computed, and events from March 3, 2020, to June 18, 2021, were included for analysis. Unadjusted and adjusted hazard ratios (HRs) were estimated using a Cox proportional hazards model. Estimated vaccine effectiveness (1 - adjusted HR) was reported. Results: Among 15244 HCWs who participated in the study, 4978 (32.7%) were diagnosed with COVID-19. The mean (SD) age was 36.6 (10.3) years, and 55.0% were male. The reinfection incidence density was 7.26 (95% CI: 6.09-8.66) per 100 person-years (124 HCWs [2.5%], total person follow-up period of 1696 person-years as time at risk). Fully vaccinated HCWs had lower risk of reinfection (HR, 0.14 [95% CI, 0.08-0.23]), symptomatic reinfection (HR, 0.13 [95% CI, 0.07-0.24]), and asymptomatic reinfection (HR, 0.16 [95% CI, 0.05-0.53]) compared with unvaccinated HCWs. Accordingly, among the 3 vaccine categories, reinfection was observed in 60 of 472 (12.7%) of unvaccinated (incidence density, 18.05 per 100 person-years; 95% CI, 14.02-23.25), 39 of 356 (11.0%) of partially vaccinated (incidence density 15.62 per 100 person-years; 95% CI, 11.42-21.38), and 17 of 1089 (1.6%) fully vaccinated (incidence density 2.18 per 100 person-years; 95% CI, 1.35-3.51) HCWs. The estimated effectiveness of BBV152 against reinfection was 86% (95% CI, 77%-92%); symptomatic reinfection, 87% (95% CI, 76%-93%); and asymptomatic reinfection, 84% (95% CI, 47%-95%) among fully vaccinated HCWs. Partial vaccination was not associated with reduced risk of reinfection. Conclusions and Relevance: These findings suggest that BBV152 was associated with protection against both symptomatic and asymptomatic reinfection in HCWs after a complete vaccination schedule, when the predominant circulating variant was B.1.617.2.",vaccine
34994776,SARS-CoV-2 Antibody Response to 2 or 3 Doses of the BNT162b2 Vaccine in Patients Treated With Anticancer Agents.,JAMA Oncol,"Importance: Patients with solid cancer are more susceptible to develop SARS-CoV-2 infection and severe complications; the immunogenicity in patients treated with anticancer agents remains unknown. Objective: To assess the immune humoral response to 2 or 3 doses of the BNT162b2 (BioNTech; Pfizer) vaccine in patients treated with anticancer agents. Design, Setting, and Participants: A prospective observational cohort study was conducted between February 1 and May 31, 2021. Adults treated with anticancer agents who received 2 or 3 doses of vaccine were included; of these, individuals with a weak humoral response 1 month after the second dose received a third injection. Interventions: Quantitative serologic testing of antibodies specific for SARS-CoV-2 was conducted before vaccination and during follow-up. Main Outcomes and Measures: Humoral response was evaluated with a threshold of anti-SARS-CoV-2 spike protein antibody levels at 1000 arbitrary units (AU)/mL to neutralize less-sensitive COVID-19 variants. Results: Among 163 patients (median [range] age, 66 [27-89] years, 86 men [53%]) with solid tumors who received 2 or 3 doses of vaccine, 122 individuals (75%) were treated with chemotherapy, 15 with immunotherapy (9%), and 26 with targeted therapies (16%). The proportions of patients with an anti-S immunoglobulin G titer greater than 1000 AU/mL were 15% (22 of 145) at the time of the second vaccination and 65% (92 of 142) 28 days after the second vaccination. Humoral response decreased 3 months after the second dose. Treatment type was associated with humoral response; in particular, time between vaccine and chemotherapy did not interfere with the humoral response. Among 36 patients receiving a third dose of vaccine, a serologic response greater than 1000 AU/mL occurred in 27 individuals (75%). Conclusions and Relevance: The results of this cohort study appear to support the use of a third vaccine dose among patients with active cancer treatment for solid tumors.",vaccine
34994577,Immunoglobulin G immune response to SARS-CoV-2 vaccination in people living with multiple sclerosis within Multiple Sclerosis Partners Advancing Technology and Health Solutions.,Mult Scler,"BACKGROUND: The impact of multiple sclerosis (MS) disease-modifying therapies (DMTs) on SARS-CoV-2 vaccination response is uncertain. METHODS: Post-SARS-CoV-2 vaccination blood samples across multiple DMTs were tested for SARS-CoV-2 immunoglobulin G (IgG) response. RESULTS: Three hundred twenty-two people with MS were included; 91.9% received an mRNA vaccine. Post-vaccination reactive IgG rates (IgG index > 1) were 40% for anti-CD20 (32/80 patients); 41% for sphingosine 1-phosphate receptor modulators (S1PRM, 16/39); and 100% for all other classes, including the no DMT group. CONCLUSION: Anti-CD20 therapies and S1PRMs reduce IgG response to SARS-CoV-2 vaccination; IgG response is preserved with other DMTs.",vaccine
34994297,Discovery of compounds inhibiting SARS-COV-2 multi-targets.,J Biomol Struct Dyn,"Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) has become a pandemic that has devastated the lives of millions. Researchers around the world are relentlessly working in hopes of finding a cure. Even though the virus shares similarities with reported SARS-CoV and MERS-CoV at the genomic and proteomic level, efforts to repurpose already known drugs against SARS-CoV-2 have resulted ineffective. In this succinct review, we discuss the different potential targets in SARS-CoV-2 at both the genomic and proteomic levels. In addition, we analyze the compounds inhibiting individual target protein as well as multiple targets of SARS-CoV-2. ACE-2 receptor in humans has also been considered a target, keeping the role of the receptor in mind. The mechanism of action of these compounds has also been highlighted along with their clinical manifestation. Towards the end of the review, a brief note on the drugs currently in clinical trials and the current status of the vaccines are also examined. In conclusion, compounds targeting multiple targets of the virus hold the key in putting an end to the coronavirus malady.Communicated by Ramaswamy H. Sarma.",vaccine
34994256,Association Between the Effectiveness and Immunogenicity of Inactivated SARS-CoV2 Vaccine (CoronaVac) with the Presence of Hypertension among Health Care Workers.,Clin Exp Hypertens,"OBJECTIVE: This study aimed to observe the association between the presence of hypertension with Covid-19 vaccine effectiveness among healthcare workers who received CoronaVac vaccination. METHODS: We conducted a prospective cohort study in Saiful Anwar General Hospital, Malang, Indonesia on 155 healthcare workers aged 18-59 years old who already received twice of the CoronaVac (Sinovac Life Science, Beijing, China) injection with 14-day intervals. Hypertension was diagnosed according to the 2020 International Society of Hypertension. Subjects were monitored for six months. The primary outcome was the rate of Covid-19 diagnosed by the pharyngeal swab for the real-time reverse transcription-polymerase chain reaction (RT-PCR) examination. The secondary endpoints were: (1) severity of Covid-19 among infected participants; (2) rate of hospitalizations; and (3) anti-SRBD antibody levels measured by ECLIA. RESULTS: Among 155 participants, 18.7% of them were diagnosed with hypertension, and 31.0% had the desirable BP target according to the current guidelines. Subjects with hypertension, especially those with uncontrolled blood pressure, had a higher incidence of Covid-19 infection than subjects without hypertension. Subjects with symptomatic Covid-19 and hospitalized because of Covid-19 were higher in participants with hypertension. The anti-SRBD antibody levels were lower in the second month after CoronaVac vaccination in hypertensive subjects. In contrast, comparable anti-SRBD levels were seen from both groups at sixth months after vaccination. CONCLUSION: Hypertension was associated with lower vaccine effectiveness in healthcare workers. Subjects with hypertension had a higher risk of being infected with Covid-19 despite getting a complete dose of vaccination and lower antibody production.",vaccine
34992785,Association of COVID-19 antigenicity with the development of antineutrophilic cytoplasmic antibody vasculitis.,Respirol Case Rep,"Inflammatory processes, such as an infection or drug reaction, can cause antineutrophil cytoplasmic autoantibody (ANCA)-associated vasculitis (AAV). Although quite rare, AAV may occur with SARS-coronavirus disease 2019 (COVID-19) antigenic exposure, either from infection or immunization. We present two cases of AAV: one that developed after COVID-19 infection presenting as diffuse alveolar haemorrhage and another that developed shortly after vaccination, presenting as granulomatous pulmonary nodules. Both patients improved with supportive care and immunosuppressive therapies. This adverse event appears to be a very rare complication of COVID-19 infection or vaccination. Early diagnosis of AAV is important because immunosuppressive therapy may improve patient outcomes.",vaccine
34992726,The Way Ahead: Life After COVID-19.,Methodist Debakey Cardiovasc J,"Much has changed in the 2 years since the start of the coronavirus disease 19 (COVID-19) pandemic. The need for social distancing catalyzed the digitization of healthcare delivery and medical education-from telemedicine and virtual conferences to online residency/fellowship interviews. Vaccine development, particularly in the field of mRNA technology, led to widespread availability of safe and effective vaccines. With improved survival from acute infection, the healthcare system is dealing with the ever-growing cohort of patients with lingering symptoms. In addition, social media platforms have fueled a plethora of misinformation campaigns that have adversely affected prevention and control measures. In this review, we examine how COVID-19 has reshaped the healthcare system, and gauge its potential effects on life after the pandemic.",vaccine
34992610,A Single Dose SARS-CoV-2 Replicon RNA Vaccine Induces Cellular and Humoral Immune Responses in Simian Immunodeficiency Virus Infected and Uninfected Pigtail Macaques.,Front Immunol,"The ongoing COVID-19 vaccine rollout is critical for reducing SARS-CoV-2 infections, hospitalizations, and deaths worldwide. Unfortunately, massive disparities exist in getting vaccines to vulnerable populations, including people living with HIV. Preliminary studies indicate that COVID-19 mRNA vaccines are safe and immunogenic in people living with HIV that are virally suppressed with potent antiretroviral therapy but may be less efficacious in immunocompromised individuals. This raises the concern that COVID-19 vaccines may be less effective in resource poor settings with limited access to antiretroviral therapy. Here, we evaluated the immunogenicity of a single dose COVID-19 replicon RNA vaccine expressing Spike protein (A.1) from SARS-CoV-2 (repRNA-CoV2S) in immunocompromised, SIV infected and immune competent, naive pigtail macaques. Moderate vaccine-specific cellular Th1 T-cell responses and binding and neutralizing antibodies were induced by repRNA-CoV2S in SIV infected animals and naive animals. Furthermore, vaccine immunogenicity was elicited even among the animals with the highest SIV viral burden or lowest peripheral CD4 counts prior to immunization. This study provides evidence that a SARS-CoV-2 repRNA vaccine could be employed to induce strong immunity against COVID-19 in HIV infected and other immunocompromised individuals.",vaccine
34992449,Recent Advancements on COVID-19: A Comprehensive Review.,Int J Gen Med,"Over the last few decades, there have been several global outbreaks of severe respiratory infections. The causes of these outbreaks were coronaviruses that had infected birds, mammals and humans. The outbreaks predominantly caused respiratory tract and gastrointestinal tract symptoms and other mild to very severe clinical signs. The current coronavirus disease-2019 (COVID-19) outbreak, caused by the novel severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), is a rapidly spreading illness affecting millions of people worldwide. Among the countries most affected by the disease are the United States of America (USA), India, Brazil, and Russia, with France recording the highest infection, morbidity, and mortality rates. Since early January 2021, thousands of articles have been published on COVID-19. Most of these articles were consistent with the reports on the mode of transmission, spread, duration, and severity of the sickness. Thus, this review comprehensively discusses the most critical aspects of COVID-19, including etiology, epidemiology, pathogenesis, clinical signs, transmission, pathological changes, diagnosis, treatment, prevention and control, and vaccination.",vaccine
